event_id,event_name,start_date_time,end_date_time,event_agency,event_type,event_borough,event_location,event_street_side,street_closure_type,community_board,police_precinct,latitude,longitude
810039,West 137 St Longest table Harlem,09/28/2024 12:00:00 PM,09/28/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  137 STREET between FREDERICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","32,",40.8178,-73.942
809531,Abyssinian Installation Gala Reception,09/27/2024 06:00:00 PM,09/27/2024 10:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  138 STREET between ADAM CLAYTON POWELL BOULEVARD and MALCOLM X BOULEVARD,Full,Full Street Closure,"10,","32,",40.8184,-73.9413
801881,Strivers Row Halloween Festival,10/31/2024 03:00:00 PM,10/31/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  139 STREET between ADAM CLAYTON POWELL JR BOULEVARD and FREDERICK DOUGLASS BOULEVARD,Full,Full Street Closure,"10,","32,",40.819,-73.9406
810141,New York State Assembly Member Inez E. Dickens Community Resource Event,09/19/2024 12:00:00 PM,09/19/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  140 STREET between ADAM CLAYTON POWELL JR BOULEVARD and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.8196,-73.9399
788741,Victor Rojas Family Day Block Party,08/23/2024 11:00:00 AM,08/23/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  140 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","30,",40.8196,-73.9399
783371,Family and friends day,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  141 STREET between LENOX AVENUE and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","32,",40.8203,-73.9392
796388,GCCS Back To School Event 2024,08/30/2024 12:00:00 PM,08/30/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  142 STREET between 5 AVENUE and CHISUM PLACE,Full,Full Street Closure,"10,","32,",40.8209,-73.9385
795544,Drew Hamilton Family Day 2024,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  142 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,"10,","32,",40.8209,-73.9385
801030,The 142nd Street Block Association Annual End-of-Summer Block Party,09/21/2024 10:00:00 AM,09/21/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  142 STREET between 7 AVENUE and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.8209,-73.9385
793708,"Travelers Rest Baptist Church,Back to School Event",08/24/2024 12:00:00 PM,08/24/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  142 STREET between AMSTERDAM AVENUE and HAMILTON PLACE,Full,Full Street Closure,"9,","30,",40.8209,-73.9385
793730,BroSis Annual Block Party,08/24/2024 12:00:00 PM,08/24/2024 06:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  143 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8215,-73.9378
782884,143rd st block party,08/31/2024 02:00:00 PM,08/31/2024 09:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  143 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","30,",40.8215,-73.9378
777704,Fred Samuel RA Family Day 2023,07/20/2024 12:00:00 PM,07/20/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  144 STREET between 7 AVENUE and LENOX AVENUE,Full,Full Street Closure,"10,","32,",40.8221,-73.9371
781138,For a better community,08/10/2024 11:00:00 AM,08/10/2024 06:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  144 STREET between BROADWAY and RIVERSIDE DRIVE,Full,Full Street Closure,"9,","30,",40.8221,-73.9371
782330,Back to School Event,08/24/2024 12:00:00 PM,08/24/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  146 STREET between FREDRICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Full,Full Street Closure,"10,","32,",40.8234,-73.9357
788758,Neighbors Unite Annual Family Day,08/10/2024 11:00:00 AM,08/10/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  147 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,"10,","32,",40.824,-73.935
781884,Celebration Of Life,08/10/2024 12:00:00 PM,08/10/2024 08:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  147 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.824,-73.935
764376,Community Street Ministry,07/27/2024 10:00:00 AM,07/27/2024 05:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  147 STREET between AMSTERDAM AVENUE and CONVENT AVENUE,Both,Full Street Closure,"9,","30,",40.824,-73.935
774983,ECD West 147 Estree,06/29/2024 12:00:00 PM,06/29/2024 04:30:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  147 STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","30,",40.824,-73.935
796744,Return of the 149th Street Block Party,08/31/2024 09:30:00 AM,08/31/2024 05:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  149 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8253,-73.9335
760514,149TH ANNUAL BLOCK PARTY,08/24/2024 10:00:00 AM,08/24/2024 06:30:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  149 STREET between AMSTERDAM AVENUE and CONVENT AVENUE,Full,Full Street Closure,"9,","30,",40.8253,-73.9335
812152,New Heights October Fest,10/30/2024 05:00:00 PM,10/30/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  150 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.8259,-73.9328
773136,W 150th St Block Party,08/10/2024 12:00:00 PM,08/10/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  150 STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","30,",40.8259,-73.9328
780434,600 Block Association Block Party,08/31/2024 11:00:00 AM,08/31/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  151 STREET between RIVERSIDE DRIVE and BROADWAY,Full,Full Street Closure,"9,","30,",40.7403727,-73.9976603
777865,I Love St. Luke Day,07/27/2024 10:00:00 AM,07/27/2024 05:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  152 STREET between AMSTERDAM AVENUE and BROADWAY,Full,Full Street Closure,"9,","30,",40.829188,-73.9432992
781169,153rd Street Block Party,08/17/2024 12:00:00 PM,08/17/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  153 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,Full,Full Street Closure,"9,","30,",40.8277,-73.9306
809489,Polo Ground  Neighborhood Stat,09/28/2024 11:00:00 AM,09/28/2024 04:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  155 STREET between FREDRICK DOUGLASS BOULEVARD and BRADHURST AVENUE,Full,Full Street Closure,"10,","30, 32,",40.829,-73.929
812546,CHAHs Fall Festival,11/09/2024 11:00:00 AM,11/09/2024 02:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  158 STREET between BROADWAY and AMSTERDAM AVENUE,Full,Full Street Closure,"12,","33,",40.76336,-73.981149
788329,Uptown Action 161 Block Party 3rd Annual event,08/10/2024 12:00:00 PM,08/10/2024 06:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  161 STREET between RIVERSIDE DRIVE and FORT WASHINGTON AVENUE,Full,Full Street Closure,"12,","33,",40.8329,-73.9365
771676,NY Presbyterian Hospital Employee Appreciation Day at NYP Columbia,06/26/2024 10:30:00 AM,06/26/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"WEST  169 STREET between FT WASHINGTON AVENUE and HAVEN AVENUE,  HAVEN AVENUE between WEST  169 STREET and WEST  170 STREET,  FT WASHINGTON AVENUE between WEST  168 STREET and WEST  169 STREET",Full,Full Street Closure,"12,","33,",40.731643,-74.0009941
809128,"Inauguration of Our Health Center, Dr. Gonzalez Medical Center",09/07/2024 04:15:00 PM,09/07/2024 08:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  180 STREET between FORT WASHINGTON AVENUE and PINEHURST AVENUE,Full,Full Street Closure,"12,","34,",40.8499,-73.9323
814766,Street Co-Naming: Edith Prentis,10/19/2024 11:00:00 AM,10/19/2024 01:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,WEST  186 STREET between OVERLOOK TERRACE and BENNETT AVENUE,Full,Full Street Closure,"12,","34,",40.731643,-74.0009941
789852,187 Block Party,08/03/2024 12:00:00 PM,08/03/2024 06:00:00 PM,Street Activity Permit Office,Block Party,Manhattan,WEST  187 STREET between AMSTERDAM AVENUE and LAUREL HILL TERRACE,Full,Full Street Closure,"12,","34,",40.854,-73.9298
769483,The Village Trip,09/14/2024 01:00:00 PM,09/14/2024 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,"WEST FOURTH STREET between BARROW STREET and JONES STREET,  BARROW STREET between 7 AVENUE SOUTH and WEST FOURTH STREET,  WEST FOURTH STREET between WASHINGTON PLACE and BARROW STREET",Full,Full Street Closure,"2,","6,",40.731643,-74.0009941
746448,Bike MS NYC 2024,10/20/2024 06:00:00 AM,10/20/2024 08:00:00 AM,Street Activity Permit Office,Street Event,Manhattan,"WEST SIDE HIGHWAY between WEST   34 STREET and WEST   43 STREET,  WEST   43 STREET between WEST SIDE HIGHWAY and 11 AVENUE,  WEST   41 STREET between WEST SIDE HIGHWAY and 11 AVENUE",Full,Full Street Closure,"4,","10, 18,",40.7675684,-73.9963524
